# /home/contrera/soft/github/get_homologues//pfam_enrich.pl -d cds_est_homologues -c clusters_cds -x clusters_cds_t3/pangenome_matrix_t0__core_list.txt -n 1 -s 0 -e 1 -t greater -p 1.00 -r SBCC073 -f 0

# parsing clusters...
# 39538 sequences extracted from 112499 clusters

# total experiment sequence ids = 17564
# total control    sequence ids = 39538

# parse_Pfam_freqs: set1 = 3441 Pfams set2 = 3863 Pfams

# fisher exact test type: 'greater'
# multi-testing p-value adjustment: fdr
# adjusted p-value threshold: 1

# total annotated domains: experiment=12055 control=19558

#PfamID	counts(exp)	counts(ctr)	freq(exp)	freq(ctr)	p-value	p-value(adj)	description
PF12807	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	Translation initiation factor eIF3 subunit 135
PF12848	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	ABC transporter
PF13439	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	Glycosyltransferase Family 4
PF13831	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	PHD-finger
PF13883	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	Pyridoxamine 5'-phosphate oxidase
PF13893	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF14369	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	zinc-ribbon
PF14604	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	Variant SH3 domain
PF14681	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	Uracil phosphoribosyltransferase
PF16113	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	Enoyl-CoA hydratase/isomerase
PF16177	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	Acetyl-coenzyme A synthetase N-terminus
PF16596	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	Disordered region downstream of MFMR
PF16891	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	Serine-threonine protein phosphatase N-terminal domain
PF17123	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	RING-like zinc finger
PF17808	4	4	3.318e-04	2.045e-04	3.630e-01	9.394e-01	Fn3-like domain from Purple Acid Phosphatase
PF00564	16	22	1.327e-03	1.125e-03	3.640e-01	9.394e-01	PB1 domain
PF01529	16	22	1.327e-03	1.125e-03	3.640e-01	9.394e-01	DHHC palmitoyltransferase
PF03822	16	22	1.327e-03	1.125e-03	3.640e-01	9.394e-01	NAF domain
PF12796	36	53	2.986e-03	2.710e-03	3.642e-01	9.394e-01	Ankyrin repeats (3 copies)
PF00439	14	19	1.161e-03	9.715e-04	3.669e-01	9.394e-01	Bromodomain
PF00046	12	16	9.954e-04	8.181e-04	3.696e-01	9.394e-01	Homeodomain
PF02453	12	16	9.954e-04	8.181e-04	3.696e-01	9.394e-01	Reticulon
PF00636	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Ribonuclease III domain
PF00687	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Ribosomal protein L1p/L10e family
PF00888	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Cullin family
PF00957	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Synaptobrevin
PF01040	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	UbiA prenyltransferase family
PF01150	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	GDA1/CD39 (nucleoside phosphatase) family
PF01336	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	OB-fold nucleic acid binding domain
PF02042	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	RWP-RK domain
PF02136	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Nuclear transport factor 2 (NTF2) domain
PF02213	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	GYF domain
PF02383	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	SacI homology domain
PF02450	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Lecithin:cholesterol acyltransferase
PF02800	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain
PF02817	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	e3 binding domain
PF02861	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Clp amino terminal domain, pathogenicity island component
PF03110	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	SBP domain
PF07719	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Tetratricopeptide repeat
PF08323	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Starch synthase catalytic domain
PF08513	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	LisH
PF10607	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	CTLH/CRA C-terminal to LisH motif domain
PF12706	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Beta-lactamase superfamily domain
PF13774	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Regulated-SNARE-like domain
PF16488	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Argonaute linker 2 domain
PF17035	6	7	4.977e-04	3.579e-04	3.712e-01	9.394e-01	Bromodomain extra-terminal - transcription regulation
PF00696	10	13	8.295e-04	6.647e-04	3.717e-01	9.394e-01	Amino acid kinase family
PF00999	10	13	8.295e-04	6.647e-04	3.717e-01	9.394e-01	Sodium/hydrogen exchanger family
PF01167	10	13	8.295e-04	6.647e-04	3.717e-01	9.394e-01	Tub family
PF01789	10	13	8.295e-04	6.647e-04	3.717e-01	9.394e-01	PsbP
PF02170	10	13	8.295e-04	6.647e-04	3.717e-01	9.394e-01	PAZ domain
PF02826	10	13	8.295e-04	6.647e-04	3.717e-01	9.394e-01	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
PF00097	8	10	6.636e-04	5.113e-04	3.727e-01	9.394e-01	Zinc finger, C3HC4 type (RING finger)
PF00789	8	10	6.636e-04	5.113e-04	3.727e-01	9.394e-01	UBX domain
PF00850	8	10	6.636e-04	5.113e-04	3.727e-01	9.394e-01	Histone deacetylase domain
PF01699	8	10	6.636e-04	5.113e-04	3.727e-01	9.394e-01	Sodium/calcium exchanger protein
PF02358	8	10	6.636e-04	5.113e-04	3.727e-01	9.394e-01	Trehalose-phosphatase
PF02779	8	10	6.636e-04	5.113e-04	3.727e-01	9.394e-01	Transketolase, pyrimidine binding domain
PF02866	8	10	6.636e-04	5.113e-04	3.727e-01	9.394e-01	lactate/malate dehydrogenase, alpha/beta C-terminal domain
PF05383	8	10	6.636e-04	5.113e-04	3.727e-01	9.394e-01	La domain
PF07002	8	10	6.636e-04	5.113e-04	3.727e-01	9.394e-01	Copine
PF13640	8	10	6.636e-04	5.113e-04	3.727e-01	9.394e-01	2OG-Fe(II) oxygenase superfamily
PF01554	21	30	1.742e-03	1.534e-03	3.772e-01	9.394e-01	MatE
PF07690	21	30	1.742e-03	1.534e-03	3.772e-01	9.394e-01	Major Facilitator Superfamily
PF00013	19	27	1.576e-03	1.381e-03	3.816e-01	9.394e-01	KH domain
PF12146	17	24	1.410e-03	1.227e-03	3.862e-01	9.394e-01	Serine aminopeptidase, S33
PF03016	13	18	1.078e-03	9.203e-04	3.959e-01	9.394e-01	Exostosin family
PF00847	11	15	9.125e-04	7.669e-04	4.010e-01	9.394e-01	AP2 domain
PF13246	11	15	9.125e-04	7.669e-04	4.010e-01	9.394e-01	Cation transport ATPase (P-type)
PF00117	9	12	7.466e-04	6.136e-04	4.063e-01	9.394e-01	Glutamine amidotransferase class-I
PF00690	9	12	7.466e-04	6.136e-04	4.063e-01	9.394e-01	Cation transporter/ATPase, N-terminus
PF01602	9	12	7.466e-04	6.136e-04	4.063e-01	9.394e-01	Adaptin N terminal region
PF01764	18	26	1.493e-03	1.329e-03	4.072e-01	9.394e-01	Lipase (class 3)
PF00056	7	9	5.807e-04	4.602e-04	4.114e-01	9.394e-01	lactate/malate dehydrogenase, NAD binding domain
PF00459	7	9	5.807e-04	4.602e-04	4.114e-01	9.394e-01	Inositol monophosphatase family
PF00538	7	9	5.807e-04	4.602e-04	4.114e-01	9.394e-01	linker histone H1 and H5 family
PF00654	7	9	5.807e-04	4.602e-04	4.114e-01	9.394e-01	Voltage gated chloride channel
PF01459	7	9	5.807e-04	4.602e-04	4.114e-01	9.394e-01	Eukaryotic porin
PF02780	7	9	5.807e-04	4.602e-04	4.114e-01	9.394e-01	Transketolase, C-terminal domain
PF03909	7	9	5.807e-04	4.602e-04	4.114e-01	9.394e-01	BSD domain
PF14703	7	9	5.807e-04	4.602e-04	4.114e-01	9.394e-01	Cytosolic domain of 10TM putative phosphate transporter
PF00241	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Cofilin/tropomyosin-type actin-binding protein
PF00255	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Glutathione peroxidase
PF00334	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Nucleoside diphosphate kinase
PF00390	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Malic enzyme, N-terminal domain
PF00433	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Protein kinase C terminal domain
PF00472	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	RF-1 domain
PF00620	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	RhoGAP domain
PF00890	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	FAD binding domain
PF00916	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Sulfate permease family
PF01230	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	HIT domain
PF01253	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Translation initiation factor SUI1
PF01734	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Patatin-like phospholipase
PF01915	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Glycosyl hydrolase family 3 C-terminal domain
PF02190	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	ATP-dependent protease La (LON) substrate-binding domain
PF02854	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	MIF4G domain
PF02953	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Tim10/DDP family zinc finger
PF03143	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Elongation factor Tu C-terminal domain
PF03446	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	NAD binding domain of 6-phosphogluconate dehydrogenase
PF03859	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	CG-1 domain
PF03949	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Malic enzyme, NAD binding domain
PF04539	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Sigma-70 region 3
PF04548	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	AIG1 family
PF06972	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Protein of unknown function (DUF1296)
PF07885	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Ion channel
PF08282	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	haloacid dehalogenase-like hydrolase
PF10497	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Zinc-finger domain of monoamine-oxidase A repressor R1
PF10557	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Cullin protein neddylation domain
PF12174	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	RCD1-SRO-TAF4 (RST) plant domain
PF12352	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Snare region anchored in the vesicle membrane C-terminus
PF12899	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Alkaline and neutral invertase
PF13180	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	PDZ domain
PF13532	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	2OG-Fe(II) oxygenase superfamily
PF13646	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	HEAT repeats
PF13837	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Myb/SANT-like DNA-binding domain
PF13847	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Methyltransferase domain
PF13906	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	C-terminus of AA_permease
PF14833	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
PF15612	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	WSTF, HB1, Itc1p, MBD9 motif 1
PF16486	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	N-terminal domain of argonaute
PF18913	5	6	4.148e-04	3.068e-04	4.159e-01	9.394e-01	Fructose-1-6-bisphosphatase, C-terminal domain
PF00206	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Lyase
PF00208	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF00218	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Indole-3-glycerol phosphate synthase
PF00258	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Flavodoxin
PF00289	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Biotin carboxylase, N-terminal domain
PF00382	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Transcription factor TFIIB repeat
PF00396	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Granulin
PF00432	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Prenyltransferase and squalene oxidase repeat
PF00436	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Single-strand binding protein family
PF00549	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	CoA-ligase
PF00667	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	FAD binding domain
PF00684	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	DnaJ central domain
PF00686	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Starch binding domain
PF00749	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	tRNA synthetases class I (E and Q), catalytic domain
PF00773	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	RNB domain
PF00817	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	impB/mucB/samB family
PF00989	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	PAS fold
PF01113	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Dihydrodipicolinate reductase, N-terminus
PF01182	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase
PF01245	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Ribosomal protein L19
PF01250	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Ribosomal protein S6
PF01315	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain
PF01564	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Spermine/spermidine synthase domain
PF01588	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Putative tRNA binding domain
PF01625	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Peptide methionine sulfoxide reductase
PF01627	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Hpt domain
PF01643	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Acyl-ACP thioesterase
PF01663	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Type I phosphodiesterase / nucleotide pyrophosphatase
PF01743	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Poly A polymerase head domain
PF01751	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Toprim domain
PF01756	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Acyl-CoA oxidase
PF02005	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	N2,N2-dimethylguanosine tRNA methyltransferase
PF02099	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Josephin
PF02141	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	DENN (AEX-3) domain
PF02209	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Villin headpiece domain
PF02390	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Putative methyltransferase
PF02475	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Met-10+ like-protein
PF02544	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	3-oxo-5-alpha-steroid 4-dehydrogenase
PF02771	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Acyl-CoA dehydrogenase, N-terminal domain
PF02785	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Biotin carboxylase C-terminal domain
PF02882	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
PF03029	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Conserved hypothetical ATP binding protein
PF03104	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	DNA polymerase family B, exonuclease domain
PF03152	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Ubiquitin fusion degradation protein UFD1
PF03248	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Rer1 family
PF03348	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Serine incorporator (Serinc)
PF03358	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	NADPH-dependent FMN reductase
PF03456	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	uDENN domain
PF03556	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Cullin binding
PF03572	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Peptidase family S41
PF03735	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	ENT domain
PF03901	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Alg9-like mannosyltransferase family
PF03914	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	CBF/Mak21 family
PF03951	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Glutamine synthetase, beta-Grasp domain
PF04051	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Transport protein particle (TRAPP) component
PF04072	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Leucine carboxyl methyltransferase
PF04078	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Cell differentiation family, Rcd1-like
PF04321	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	RmlD substrate binding domain
PF04366	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Las17-binding protein actin regulator
PF04561	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	RNA polymerase Rpb2, domain 2
PF04566	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	RNA polymerase Rpb2, domain 4
PF04567	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	RNA polymerase Rpb2, domain 5
PF04628	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Sedlin, N-terminal conserved region
PF04715	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Anthranilate synthase component I, N terminal region
PF04724	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Glycosyltransferase family 17
PF04757	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Pex2 / Pex12 amino terminal region
PF04826	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Armadillo-like
PF04842	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Plant protein of unknown function (DUF639)
PF04970	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Lecithin retinol acyltransferase
PF05637	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	galactosyl transferase GMA12/MNN10 family
PF05834	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Lycopene cyclase protein
PF05904	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Plant protein of unknown function (DUF863)
PF06026	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
PF06058	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Dcp1-like decapping family
PF06068	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	TIP49 P-loop domain
PF06094	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Gamma-glutamyl cyclotransferase, AIG2-like
PF06241	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Castor and Pollux, part of voltage-gated ion channel
PF06273	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Plant specific eukaryotic initiation factor 4B
PF06337	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	DUSP domain
PF06650	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	SHR-binding domain of vacuolar-sorting associated protein 13
PF07738	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Sad1 / UNC-like C-terminal
PF07744	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	SPOC domain
PF07748	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Glycosyl hydrolases family 38 C-terminal domain
PF07819	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	PGAP1-like protein
PF07889	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Protein of unknown function (DUF1664)
PF07967	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	C3HC zinc finger-like
PF08214	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Histone acetylation protein
PF08238	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Sel1 repeat
PF08245	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Mur ligase middle domain
PF08442	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	ATP-grasp domain
PF08534	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Redoxin
PF08547	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Complex I intermediate-associated protein 30 (CIA30)
PF09261	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Alpha mannosidase middle domain
PF09280	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	XPC-binding domain
PF09358	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Ubiquitin fold domain
PF10585	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Ubiquitin-activating enzyme active site
PF10996	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Beta-Casp domain
PF11900	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Domain of unknown function (DUF3420)
PF11987	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Translation-initiation factor 2
PF12202	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Oxidative-stress-responsive kinase 1 C-terminal domain
PF12265	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Histone-binding protein RBBP4 or subunit C of CAF1 complex
PF12313	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	NPR1/NIM1 like defence protein C terminal
PF12576	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Protein of unknown function (DUF3754)
PF12627	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Probable RNA and SrmB- binding site of polymerase A
PF12931	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Sec23-binding domain of Sec16
PF13225	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Domain of unknown function (DUF4033)
PF13234	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	rRNA-processing arch domain
PF13238	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	AAA domain
PF13259	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Protein of unknown function (DUF4050)
PF13360	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	PQQ-like domain
PF13393	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Histidyl-tRNA synthetase
PF13599	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Pentapeptide repeats (9 copies)
PF13606	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Ankyrin repeat
PF13917	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Zinc knuckle
PF13925	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	con80 domain of Katanin
PF13959	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Domain of unknown function (DUF4217)
PF14360	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	PAP2 superfamily C-terminal
PF14559	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Tetratricopeptide repeat
PF14572	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Phosphoribosyl synthetase-associated domain
PF14844	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	PH domain associated with Beige/BEACH
PF16166	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Chloroplast import apparatus Tic20-like
PF16186	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Atypical Arm repeat
PF16187	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Middle or third domain of peptidase_M16
PF16206	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	C-terminal region of Mon2 protein
PF16213	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Dimerisation and cyclophilin-binding domain of Mon2
PF16589	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	BRCT domain, a BRCA1 C-terminus domain
PF17780	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	OCRE domain
PF17900	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	Peptidase M1 N-terminal domain
PF19160	3	3	2.489e-04	1.534e-04	4.171e-01	9.394e-01	SPARK
PF17177	33	50	2.737e-03	2.556e-03	4.208e-01	9.394e-01	Pentacotripeptide-repeat region of PRORP
PF00326	12	17	9.954e-04	8.692e-04	4.274e-01	9.394e-01	Prolyl oligopeptidase family
PF00107	17	25	1.410e-03	1.278e-03	4.343e-01	9.394e-01	Zinc-binding dehydrogenase
PF00132	10	14	8.295e-04	7.158e-04	4.356e-01	9.394e-01	Bacterial transferase hexapeptide (six repeats)
PF00169	10	14	8.295e-04	7.158e-04	4.356e-01	9.394e-01	PH domain
PF00781	10	14	8.295e-04	7.158e-04	4.356e-01	9.394e-01	Diacylglycerol kinase catalytic domain
PF13833	10	14	8.295e-04	7.158e-04	4.356e-01	9.394e-01	EF-hand domain pair
PF02485	15	22	1.244e-03	1.125e-03	4.424e-01	9.394e-01	Core-2/I-Branching enzyme
PF06203	15	22	1.244e-03	1.125e-03	4.424e-01	9.394e-01	CCT motif
PF08240	15	22	1.244e-03	1.125e-03	4.424e-01	9.394e-01	Alcohol dehydrogenase GroES-like domain
PF01434	8	11	6.636e-04	5.624e-04	4.450e-01	9.394e-01	Peptidase family M41
PF13921	8	11	6.636e-04	5.624e-04	4.450e-01	9.394e-01	Myb-like DNA-binding domain
PF12894	13	19	1.078e-03	9.715e-04	4.514e-01	9.394e-01	Anaphase-promoting complex subunit 4 WD40 domain
PF00254	18	27	1.493e-03	1.381e-03	4.538e-01	9.394e-01	FKBP-type peptidyl-prolyl cis-trans isomerase
